Date,Open,High,Low,Close,Adj Close,Volume
2024-02-20,181.7899932861328,182.42999267578125,180.0,181.55999755859375,179.7569122314453,53665600
2024-02-21,181.94000244140625,182.88999938964844,180.66000366210938,182.32000732421875,180.50941467285156,41371400
2024-02-22,183.47999572753906,184.9600067138672,182.4600067138672,184.3699951171875,182.53903198242188,52292200
2024-02-23,185.00999450683594,185.0399932861328,182.22999572753906,182.52000427246094,180.7073974609375,45119700
2024-02-26,182.24000549316406,182.75999450683594,180.64999389648438,181.16000366210938,179.3609161376953,40867400
2024-02-27,181.10000610351562,183.9199981689453,179.55999755859375,182.6300048828125,180.81631469726562,54318900
2024-02-28,182.50999450683594,183.1199951171875,180.1300048828125,181.4199981689453,179.6183319091797,48953900
2024-02-29,181.27000427246094,182.57000732421875,179.52999877929688,180.75,178.9550018310547,136682600
2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,177.87582397460938,73563100
2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,173.36109924316406,81510100
2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,168.4305419921875,95132400
2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,167.44049072265625,68587700
2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,169.0,167.32167053222656,71765100
2024-03-08,169.0,173.6999969482422,168.94000244140625,170.72999572753906,169.03451538085938,76267000
2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,172.75,171.03443908691406,60139500
2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,171.5096435546875,59825400
2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,169.43052673339844,52488700
2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,173.0,171.2819366455078,72913500
2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,170.9057159423828,121752700
2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,171.99478149414062,75604200
2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,174.3313751220703,55215200
2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,176.89564514160156,53423100
2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,169.66812133789062,106181300
2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,170.56906127929688,71160100
2024-03-25,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,169.15330505371094,54288300
2024-03-26,170.0,171.4199981689453,169.5800018310547,169.7100067138672,168.0246124267578,57388400
2024-03-27,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,171.58885192871094,60273300
2024-03-28,171.75,172.22999572753906,170.50999450683594,171.47999572753906,169.77703857421875,65672700
2024-04-01,171.19000244140625,171.25,169.47999572753906,170.02999877929688,168.34144592285156,46240500
2024-04-02,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,167.1632537841797,49329500
2024-04-03,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,167.96522521972656,47691700
2024-04-04,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,167.1434783935547,53704400
2024-04-05,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,167.89593505859375,42104800
2024-04-08,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,166.7771453857422,37425500
2024-04-09,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,167.98500061035156,42373800
2024-04-10,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,166.11378479003906,49709300
2024-04-11,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,173.30169677734375,91070300
2024-04-12,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,174.79669189453125,101670900
2024-04-15,175.36000061035156,176.6300048828125,172.5,172.69000244140625,170.97500610351562,73531800
2024-04-16,171.75,173.75999450683594,168.27000427246094,169.3800048828125,167.69789123535156,73711200
2024-04-17,169.61000061035156,170.64999389648438,168.0,168.0,166.3316192626953,50901200
2024-04-18,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,165.381103515625,43122900
2024-04-19,166.2100067138672,166.39999389648438,164.0800018310547,165.0,163.3614044189453,68149400
2024-04-22,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,164.19302368164062,48116400
2024-04-23,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,165.24253845214844,49537800
2024-04-24,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,167.3414764404297,48251800
2024-04-25,169.52999877929688,170.61000061035156,168.14999389648438,169.88999938964844,168.20285034179688,50558300
2024-04-26,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,167.6186981201172,44838400
2024-04-29,173.3699951171875,176.02999877929688,173.10000610351562,173.5,171.7769775390625,68169400
2024-04-30,173.3300018310547,174.99000549316406,170.0,170.3300018310547,168.6384735107422,65934800
2024-05-01,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,167.6186981201172,50383100
2024-05-02,172.50999450683594,173.4199981689453,170.88999938964844,173.02999877929688,171.31163024902344,94214900
2024-05-03,186.64999389648438,187.0,182.66000366210938,183.3800048828125,181.55886840820312,163224100
2024-05-06,182.35000610351562,184.1999969482422,180.4199981689453,181.7100067138672,179.9054412841797,78569700
2024-05-07,183.4499969482422,184.89999389648438,181.32000732421875,182.39999389648438,180.5885772705078,77305800
2024-05-08,182.85000610351562,183.07000732421875,181.4499969482422,182.74000549316406,180.92523193359375,45057100
2024-05-09,182.55999755859375,184.66000366210938,182.11000061035156,184.57000732421875,182.73704528808594,48983000
2024-05-10,184.89999389648438,185.08999633789062,182.1300048828125,183.0500030517578,181.47793579101562,50759500
2024-05-13,185.44000244140625,187.10000610351562,184.6199951171875,186.27999877929688,184.6802215576172,72044800
2024-05-14,187.50999450683594,188.3000030517578,186.2899932861328,187.42999267578125,185.82034301757812,52393600
2024-05-15,187.91000366210938,190.64999389648438,187.3699951171875,189.72000122070312,188.09066772460938,70400000
2024-05-16,190.47000122070312,191.10000610351562,189.66000366210938,189.83999633789062,188.2096405029297,52845200
2024-05-17,189.50999450683594,190.80999755859375,189.17999267578125,189.8699951171875,188.2393798828125,41282900
2024-05-20,189.3300018310547,191.9199981689453,189.00999450683594,191.0399932861328,189.39935302734375,44361300
2024-05-21,191.08999633789062,192.72999572753906,190.9199981689453,192.35000610351562,190.69810485839844,42309400
2024-05-22,192.27000427246094,192.82000732421875,190.27000427246094,190.89999389648438,189.2605438232422,34648500
2024-05-23,190.97999572753906,191.0,186.6300048828125,186.8800048828125,185.2750701904297,51005900
2024-05-24,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753906,188.34841918945312,36327000
2024-05-28,191.50999450683594,193.0,189.10000610351562,189.99000549316406,188.35838317871094,52280100
2024-05-29,189.61000061035156,192.25,189.50999450683594,190.2899932861328,188.65579223632812,53068000
2024-05-30,190.75999450683594,192.17999267578125,190.6300048828125,191.2899932861328,189.6471710205078,49889100
2024-05-31,191.44000244140625,192.57000732421875,189.91000366210938,192.25,190.59893798828125,75158300
